product_id,year,month,date,units_sold,price_per_unit,sales_dollars,product_name
5be1cdfa-f100-4980-a350-df3f2129548f,2023,10,2023-10-01,190,13.15,2498.5,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2023,11,2023-11-01,484,109.22,52862.48,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2023,12,2023-12-01,310,124.16,38489.6,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,1,2024-01-01,405,198.42,80360.1,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,2,2024-02-01,335,110.02,36856.7,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,3,2024-03-01,308,192.86,59400.88,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,4,2024-04-01,321,102.79,32995.59,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,5,2024-05-01,179,152.77,27345.83,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,6,2024-06-01,242,153.64,37180.88,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,7,2024-07-01,481,131.83,63410.23,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,8,2024-08-01,383,122.01,46729.83,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,9,2024-09-01,367,141.66,51989.22,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,10,2024-10-01,352,80.13,28205.76,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,11,2024-11-01,198,74.3,14711.4,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2024,12,2024-12-01,415,127.55,52933.25,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,1,2025-01-01,365,172.49,62958.85,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,2,2025-02-01,374,59.31,22181.94,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,3,2025-03-01,178,39.38,7009.64,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,4,2025-04-01,200,75.72,15144.0,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,5,2025-05-01,334,163.01,54445.34,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,6,2025-06-01,89,76.7,6826.3,"½"" Solder Copper Tee"
5be1cdfa-f100-4980-a350-df3f2129548f,2025,7,2025-07-01,235,17.35,4077.25,"½"" Solder Copper Tee"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,1,2023-01-01,241,198.48,47833.68,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,2,2023-02-01,335,66.57,22300.95,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,3,2023-03-01,388,71.07,27575.16,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,4,2023-04-01,479,131.92,63189.68,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,5,2023-05-01,400,181.78,72712.0,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,6,2023-06-01,179,155.28,27795.12,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,7,2023-07-01,210,140.25,29452.5,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,8,2023-08-01,382,37.25,14229.5,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,9,2023-09-01,380,65.73,24977.4,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,10,2023-10-01,458,64.32,29458.56,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,11,2023-11-01,219,23.51,5148.69,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2023,12,2023-12-01,182,84.26,15335.32,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,1,2024-01-01,406,23.61,9585.66,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,2,2024-02-01,279,120.45,33605.55,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,3,2024-03-01,265,71.99,19077.35,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,4,2024-04-01,318,79.72,25350.96,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,5,2024-05-01,469,143.26,67188.94,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,6,2024-06-01,82,81.54,6686.28,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,7,2024-07-01,315,129.04,40647.6,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,8,2024-08-01,189,76.76,14507.64,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,9,2024-09-01,128,172.63,22096.64,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,10,2024-10-01,456,46.15,21044.4,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,11,2024-11-01,362,91.17,33003.54,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2024,12,2024-12-01,213,193.59,41234.67,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,1,2025-01-01,453,64.44,29191.32,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,2,2025-02-01,304,69.94,21261.76,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,3,2025-03-01,204,178.95,36505.8,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,4,2025-04-01,498,88.44,44043.12,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,5,2025-05-01,378,171.66,64887.48,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,6,2025-06-01,422,44.45,18757.9,"500-ft Fish Tape, Steel"
8cc291bf-1bb4-4306-bf45-eedae50674be,2025,7,2025-07-01,323,151.55,48950.65,"500-ft Fish Tape, Steel"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,1,2023-01-01,321,143.66,46114.86,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,2,2023-02-01,91,114.28,10399.48,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,3,2023-03-01,141,112.8,15904.8,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,4,2023-04-01,316,98.83,31230.28,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,5,2023-05-01,258,79.96,20629.68,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,6,2023-06-01,432,156.69,67690.08,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,7,2023-07-01,457,149.84,68476.88,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,8,2023-08-01,200,61.55,12310.0,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,9,2023-09-01,192,85.0,16320.0,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,10,2023-10-01,374,89.26,33383.24,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,11,2023-11-01,468,187.39,87698.52,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2023,12,2023-12-01,102,12.2,1244.4,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,1,2024-01-01,392,179.23,70258.16,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,2,2024-02-01,281,171.58,48213.98,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,3,2024-03-01,398,102.5,40795.0,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,4,2024-04-01,213,31.17,6639.21,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,5,2024-05-01,114,38.52,4391.28,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,6,2024-06-01,284,40.32,11450.88,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,7,2024-07-01,309,130.95,40463.55,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,8,2024-08-01,68,129.13,8780.84,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,9,2024-09-01,316,21.94,6933.04,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,10,2024-10-01,403,64.91,26158.73,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,11,2024-11-01,319,199.65,63688.35,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2024,12,2024-12-01,487,65.88,32083.56,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,1,2025-01-01,91,53.07,4829.37,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,2,2025-02-01,339,109.94,37269.66,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,3,2025-03-01,271,199.88,54167.48,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,4,2025-04-01,443,102.35,45341.05,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,5,2025-05-01,168,83.7,14061.6,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,6,2025-06-01,78,118.23,9221.94,"12/2 NM-B Romex Cable, 250 ft"
06ab8e57-aa07-4608-89c2-0172b756bc10,2025,7,2025-07-01,281,162.31,45609.11,"12/2 NM-B Romex Cable, 250 ft"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,1,2023-01-01,100,153.01,15301.0,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,2,2023-02-01,134,168.29,22550.86,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,3,2023-03-01,434,90.14,39120.76,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,4,2023-04-01,331,46.75,15474.25,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,5,2023-05-01,375,174.36,65385.0,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,6,2023-06-01,173,153.17,26498.41,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,7,2023-07-01,65,131.81,8567.65,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,8,2023-08-01,224,199.54,44696.96,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,9,2023-09-01,116,138.86,16107.76,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,10,2023-10-01,249,116.65,29045.85,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,11,2023-11-01,130,52.44,6817.2,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2023,12,2023-12-01,132,198.2,26162.4,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,1,2024-01-01,165,33.81,5578.65,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,2,2024-02-01,435,132.0,57420.0,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,3,2024-03-01,80,130.04,10403.2,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,4,2024-04-01,254,144.74,36763.96,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,5,2024-05-01,233,118.41,27589.53,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,6,2024-06-01,378,101.64,38419.92,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,7,2024-07-01,194,10.71,2077.74,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,8,2024-08-01,401,93.28,37405.28,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,9,2024-09-01,422,115.9,48909.8,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,10,2024-10-01,56,65.86,3688.16,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,11,2024-11-01,331,183.1,60606.1,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2024,12,2024-12-01,287,131.87,37846.69,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,1,2025-01-01,79,158.32,12507.28,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,2,2025-02-01,472,60.48,28546.56,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,3,2025-03-01,164,126.18,20693.52,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,4,2025-04-01,200,93.93,18786.0,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,5,2025-05-01,286,65.05,18604.3,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,6,2025-06-01,189,69.73,13178.97,"4"" Square Steel Electrical Box, 1½"" Deep"
d732f8a4-1dfb-4885-8951-8804e19f0a7c,2025,7,2025-07-01,296,35.09,10386.64,"4"" Square Steel Electrical Box, 1½"" Deep"
89f365ef-608a-4206-8043-781d1f72807e,2023,1,2023-01-01,217,89.19,19354.23,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,2,2023-02-01,90,42.59,3833.1,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,3,2023-03-01,189,11.82,2233.98,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,4,2023-04-01,225,59.42,13369.5,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,5,2023-05-01,196,104.22,20427.12,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,6,2023-06-01,287,168.89,48471.43,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,7,2023-07-01,183,71.87,13152.21,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,8,2023-08-01,500,68.85,34425.0,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,9,2023-09-01,379,112.87,42777.73,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,10,2023-10-01,104,96.36,10021.44,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,11,2023-11-01,349,55.54,19383.46,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2023,12,2023-12-01,197,108.51,21376.47,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,1,2024-01-01,479,191.12,91546.48,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,2,2024-02-01,477,10.97,5232.69,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,3,2024-03-01,296,85.38,25272.48,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,4,2024-04-01,297,34.52,10252.44,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,5,2024-05-01,185,78.04,14437.4,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,6,2024-06-01,409,165.16,67550.44,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,7,2024-07-01,457,28.33,12946.81,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,8,2024-08-01,292,74.97,21891.24,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,9,2024-09-01,76,114.35,8690.6,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,10,2024-10-01,316,56.72,17923.52,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,11,2024-11-01,363,194.5,70603.5,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2024,12,2024-12-01,238,112.45,26763.1,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,1,2025-01-01,396,88.29,34962.84,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,2,2025-02-01,457,164.07,74979.99,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,3,2025-03-01,369,180.79,66711.51,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,4,2025-04-01,347,111.0,38517.0,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,5,2025-05-01,397,167.94,66672.18,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,6,2025-06-01,132,184.81,24394.92,"GFCI Duplex Receptacle, 20 A, White"
89f365ef-608a-4206-8043-781d1f72807e,2025,7,2025-07-01,379,81.29,30808.91,"GFCI Duplex Receptacle, 20 A, White"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,1,2023-01-01,135,139.0,18765.0,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,2,2023-02-01,356,82.98,29540.88,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,3,2023-03-01,155,140.41,21763.55,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,4,2023-04-01,476,54.39,25889.64,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,5,2023-05-01,93,71.4,6640.2,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,6,2023-06-01,235,77.34,18174.9,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,7,2023-07-01,428,24.39,10438.92,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,8,2023-08-01,257,148.14,38071.98,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,9,2023-09-01,275,47.62,13095.5,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,10,2023-10-01,291,39.87,11602.17,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,11,2023-11-01,272,62.56,17016.32,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2023,12,2023-12-01,76,133.55,10149.8,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,1,2024-01-01,160,158.38,25340.8,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,2,2024-02-01,284,52.34,14864.56,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,3,2024-03-01,341,139.22,47474.02,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,4,2024-04-01,398,112.76,44878.48,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,5,2024-05-01,268,131.85,35335.8,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,6,2024-06-01,238,11.03,2625.14,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,7,2024-07-01,186,115.68,21516.48,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,8,2024-08-01,446,38.65,17237.9,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,9,2024-09-01,451,95.32,42989.32,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,10,2024-10-01,186,148.0,27528.0,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,11,2024-11-01,149,152.04,22653.96,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2024,12,2024-12-01,389,189.56,73738.84,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,1,2025-01-01,53,83.58,4429.74,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,2,2025-02-01,439,109.29,47978.31,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,3,2025-03-01,126,195.27,24604.02,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,4,2025-04-01,476,150.26,71523.76,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,5,2025-05-01,276,183.79,50726.04,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,6,2025-06-01,345,185.03,63835.35,"LED 2x4 Flat-Panel Troffer, 4000 K"
c9a8c1e3-9a2c-4251-9b7c-3e3fddb8e88c,2025,7,2025-07-01,201,94.86,19066.86,"LED 2x4 Flat-Panel Troffer, 4000 K"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,1,2023-01-01,198,189.22,37465.56,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,2,2023-02-01,376,122.02,45879.52,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,3,2023-03-01,185,27.79,5141.15,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,4,2023-04-01,259,102.42,26526.78,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,5,2023-05-01,415,28.57,11856.55,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,6,2023-06-01,54,66.49,3590.46,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,7,2023-07-01,400,38.82,15528.0,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,8,2023-08-01,106,48.34,5124.04,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,9,2023-09-01,115,114.06,13116.9,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,10,2023-10-01,420,146.04,61336.8,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,11,2023-11-01,195,36.0,7020.0,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2023,12,2023-12-01,155,78.14,12111.7,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2024,1,2024-01-01,463,194.56,90081.28,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2024,2,2024-02-01,203,97.82,19857.46,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2024,3,2024-03-01,76,22.7,1725.2,"6"" LED Recessed Downlight Retrofit"
da8935cd-2479-4d72-82f2-14b5e3d123f6,2024,4,2024-04-01,275,106.53,29295.75,"6"" LED Recessed Downlight Retrofit"
